sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,target
-1.6745303292787035,-0.33432289821519345,0.42671615142164887,0.3203038758721327,-0.3708870600912284,-0.6922759998139499,-2.9814059445722085
0.32161161936831445,0.21118173969663753,2.2862958099938306,-1.6505512848530373,-0.8036034367008948,-0.8369059197976341,-1.3163397784716957
-0.7284745705473854,-1.7708208906991258,1.0406662617080196,-0.799774244692601,0.7410465722996951,0.8917986114800837,-0.8398525441802671
-1.2186636182912007,-1.3340261933253974,0.45035972241167677,-0.8965981038376714,-0.037426449330771806,0.8654033395289872,-1.1106784388079476
0.16967781594100545,-1.2102364065185522,-1.193004616493385,0.40366204322244986,-0.3202432232207345,-0.6399641209485841,1.2493601848545013
2.215976200306273,0.7253515293849917,0.18683037603257766,-0.8287297235951179,0.3505122486625517,0.10897740776259336,2.9171638761728924
1.1640813008434783,-0.11347254134360421,-0.22217828729280156,0.08423192029313273,1.1737714316271979,-1.0485735899520974,2.3435240837567783
-0.6100254950057196,-0.771406181986325,-0.2910385950829755,-0.7053883649983147,0.22760442872246672,-0.5674176090092734,0.22891624931571883
-0.1679791139088526,-1.0425693090054138,1.6549158849439558,0.03309496293235465,1.6033344735279424,0.5997010224722389,-0.7290761516969084
0.6801556058599745,0.5076887231892572,-0.10373852942474353,-1.3132788584079844,0.5634144455267561,-0.43148738597790404,2.299714266511918
-2.839381485238318,-0.6025564178099189,-0.31076029540502087,0.4066423249992601,-0.18487603157947283,-0.5998364153042623,-2.6309612139785155
-0.20777167355223136,-1.44908649107661,-0.5698744117797256,-2.4741911288437874,-0.2796690714734268,-0.8446934583278336,2.21686117342917
-1.1000519771826391,-0.7039731520330833,-1.7074924772440543,0.7017586698101659,-1.5158909945454362,0.6615452805801763,-1.0849192729344916
1.4902505323540725,-0.18514211159735527,-0.4053781906476753,0.2460192713224114,-1.1715881095930052,-0.5255829986077342,1.0409540187071815
0.8416462963589177,-0.6777173337428795,0.23068363589288501,0.28600167331365656,0.6953024478813918,0.6639187698653854,1.3533437187270942
-0.04296741686415776,-0.2138030193884126,-0.9717390979963273,1.0511429785561834,-0.149397909213195,1.7180969171674356,0.3346368082108861
0.905866785281652,-0.9846428418739367,-0.3969638071637935,-0.0559867461000742,1.1493922316695673,-0.15644187768581694,2.891765234522745
-1.1078573160115173,-0.24063059136213405,-0.024803659394542113,-0.1473113692676893,-0.33553738638923136,-0.4716842452113794,-1.5370694063410606
1.3563033141531744,0.3806810579237798,0.007329622705535887,0.04155803552539825,-0.2565903841774561,0.6860160702741851,1.4562019658259462
-0.546891372057209,-1.730079495934128,-1.7328239222982134,-0.37008199342151754,-0.967783429598799,-0.6710727293359585,1.556301718332571
-0.3576370122071534,-0.034034008616025055,-0.1435291051895009,1.9720545757597512,0.7840615127301243,-0.4527284808834161,-1.1759247793439087
-1.3585792562614212,-0.2812176133235609,1.736650888347014,-0.6507881426097277,0.4775623476406596,0.9267529988282812,-2.3118648411119755
-0.8920055065662824,2.1544529441027733,0.3599936792979112,-0.6493805493478333,0.2407806238708017,-0.9895360885508071,-1.155644463931115
1.0211192310956263,0.3080044092022867,0.6106653494135289,-0.11508616639630075,0.3058494219278845,0.42381346613964294,1.2614164612342693
0.3269785219425652,0.32720321386704043,1.105578203969263,0.017213895095334594,-1.351673386693327,-1.0941665159398881,-2.0205562832350292
-1.7322611249584006,-0.355672816343248,-0.6556102862179018,-2.00773584916234,-0.8706343244169055,0.44622549888190516,-0.27180683196112365
-0.4702929998279868,0.45360070522464463,-1.2769903849006552,0.32834472453575325,1.4080868277371181,-0.8216503454391644,0.9921420475927847
1.7193264346034554,1.038415684350862,2.7050225431868453,-1.0550822578533463,-0.8580609035754381,0.7922887186045058,0.23158886159425102
